Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
12/11/2014,20:45:00,MCP,"5th district, Germantown",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,18480 STONE HOLLOW DR,39.158405,-77.2673766666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,LEXUS,TK,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.158405, -77.2673766666667)"
11/22/2016,23:19:00,MCP,"2nd district, Bethesda",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,UNIVERSITY BLVD / VEIRS MILL RD,39.0395633333333,-77.055935,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,GMC,SUV,TAN,Warning,22-204(f),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0395633333333, -77.055935)"
11/27/2016,19:34:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",355 / MVA,39.15408,-77.213095,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,TOTOTA,RAV 4,GRAY,Warning,22-201.1,Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15408, -77.213095)"
11/30/2016,14:57:00,MCP,"1st district, Rockville",PERMITTING VEH. TO BE DRIVEN ON HWY. W/O CURRENT REGISTRATION & VALIDATION TABS ISSUED BY ADM.,WOOTTON PKW / LONGHILL DR,39.0703833333333,-77.1730716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,COROLLA,GRAY,Warning,13-411(e),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0703833333333, -77.1730716666667)"
05/24/2012,00:12:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,OLD GEORGETOWN RD / HUNTINGTON PKWY,38.9933613166667,-77.1084641666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000.0,SUBARU,OUTBACK,WHITE,Citation,21-902(b1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,"(38.9933613166667, -77.1084641666667)"
11/26/2016,19:40:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,VEIRS MILL / ASPEN HILL,39.0664066666667,-77.1004483333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,HYUNDAI,ELANTRA,BLUE,Warning,13-401(h),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0664066666667, -77.1004483333333)"
06/05/2015,07:18:00,MCP,"2nd district, Bethesda",DISPLAY SUSPENDED LIC.,NB RIVER RD/ BROOKSIDE DR,39.1512533333333,-77.19118,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2003.0,CHRY,VAN,"BLUE, DARK",Citation,16-301(e),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.1512533333333, -77.19118)"
11/23/2016,21:25:00,MCP,"4th district, Wheaton",ALLOWING VEH. TO BE DRIVEN ON HWY. WITH SUSPENDED REGISTRATION,GOSHEN RD / MIDCOUNTY HWY,39.1561066666667,-77.191925,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,CHEVY,SILVERADO,BLUE,Warning,13-401(i),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1561066666667, -77.191925)"
08/13/2014,00:00:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,DARNESTOWN RD/ PHYSICIANS LANE,39.0992416666667,-77.2110916666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,CHEV,TRAVERSE,GRAY,Citation,16-112(c),Transportation Article,No,BLACK,M,ROCKVILLE,MD,GA,A - Marked Patrol,"(39.0992416666667, -77.2110916666667)"
05/16/2012,07:10:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,SCENERY DRIVE/GERMANTOWN ROAD,39.1924927166667,-77.2333358333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,CADI,4S,BLACK,Citation,22-412.3(b),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1924927166667, -77.2333358333333)"
11/30/2016,12:59:00,MCP,"4th district, Wheaton",FAILURE TO REDUCE SPEED IN DANGEROUS WEATHER,ICC @ NEW HAMPSHIRE,39.1034766666667,-77.0482316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995.0,ACURA,LEGEND,GREEN,Warning,21-801(h),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1034766666667, -77.0482316666667)"
11/28/2016,15:28:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SEVEN LOCKS RD / WOOTON PKWY,39.0666866666667,-77.1646566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,VW,GTI,BLACK,Warning,13-411(f),Transportation Article,No,ASIAN,M,LORTON,VA,VA,A - Marked Patrol,"(39.0666866666667, -77.1646566666667)"
06/10/2012,00:27:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE,ODENHAL@RUSSLE,39.1475213333333,-77.20609965,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,BMW,325,GRAY,Citation,21-801.1,Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1475213333333, -77.20609965)"
11/23/2016,23:32:00,MCP,"6th district, Gaithersburg / Montgomery Village",MOTOR VEH.  W/O REQUIRED STOP LAMPS EQUIPMENT,QUINCE ORCHARD RD./ BANK ST,39.1387666666667,-77.2223116666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,HOND,4S,SILVER,Warning,22-206(a),Transportation Article,No,WHITE,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.1387666666667, -77.2223116666667)"
05/18/2015,12:56:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",WATKINS MILL/TAVIS,39.1652683333333,-77.2148716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,CHEVY,MALIBU,BEIGE,Citation,16-303(h),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,FL,A - Marked Patrol,"(39.1652683333333, -77.2148716666667)"
12/01/2016,06:53:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,SNOWDENFARM PKWY / STRINGTOWN RD,39.2405116666667,-77.2609,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,MAZD,MAZDA 3,GRAY,Warning,21-707(a),Transportation Article,No,WHITE,M,IJAMSVILLE,MD,MD,A - Marked Patrol,"(39.2405116666667, -77.2609)"
09/03/2015,21:46:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE @ FENTON ST,38.9981066666667,-77.0269683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,BMW,4S,"GREEN, DK",Citation,16-303(h),Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(38.9981066666667, -77.0269683333333)"
11/28/2016,23:38:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO AVOID PROJECTING GLARING LIGHT WITHIN 500 FEET OF APPROACHING VEH. DRIVER,UNIVERSITY BLVD E /  E WAYNE AVE,39.007315,-76.9981783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997.0,MERCURY,GRANDMARQUI,WHITE,Warning,22-223(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.007315, -76.9981783333333)"
09/27/2012,14:22:00,MCP,"1st district, Rockville",FAIL TO DISPLAY REG. CARD ON DEMAND,SELFRIDGE RD AT GRIDLEY RD,39.0569388,-77.0847383166667,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2001.0,TOYOTA,SIENNA,"GREEN, DK",Citation,13-409(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0569388, -77.0847383166667)"
01/27/2015,21:27:00,MCP,"5th district, Germantown","DRIVING VEH. IN SPEED CONTEST ON HWY.,",270 PRIOR TO CLARKSBURG RD,39.2195916666667,-77.278805,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,HONDA,CIVIC,BLACK,Citation,21-1116(a),Transportation Article,No,HISPANIC,M,CLARKSBURG,MD,MD,B - Unmarked Patrol,"(39.2195916666667, -77.278805)"
06/09/2015,00:13:00,MCP,"4th district, Wheaton",ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FLEEING ON FOOT,VEIRS MILL RD/EAST AVE,39.0584566666667,-77.04797,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,CHEVROLET,BLAZER,BLACK,Citation,21-904(b2),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0584566666667, -77.04797)"
11/28/2016,10:08:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,RT 118 NB AT RT 355,39.1910133333333,-77.2422116666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUN,4S,GRAY,Warning,21-202(i1),Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,B - Unmarked Patrol,"(39.1910133333333, -77.2422116666667)"
05/15/2014,17:57:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEMARY CIR AT ROSEMARY ST,,,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2003.0,HOND,4S,"GREEN, DK",Warning,21-201(a1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,
11/27/2016,01:34:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,VEIRS MILL / PARKLAND,39.06109,-77.091305,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,MERCEDES,C250,WHITE,Warning,21-309(d),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06109, -77.091305)"
06/27/2015,01:23:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,9203 CEDARCREST DR,38.972705,-77.0840333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,JEEP,GRAND CHEROKEE,BLACK,Citation,21-902(b1),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.972705, -77.0840333333333)"
09/03/2012,15:55:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE AT 16TH STREET,38.9981518166667,-77.03923255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997.0,ACURA,3.0 2S,WHITE,Citation,13-411(f),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9981518166667, -77.03923255)"
11/24/2016,23:33:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,GEORGIA AVE/WELLER RD,39.0640733333333,-77.0562966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997.0,BMW,328I,GRAY,Warning,21-405(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0640733333333, -77.0562966666667)"
11/28/2016,23:38:00,MCP,"3rd district, Silver Spring",DRIVING UNSAFE VEH. ON HWY.,UNIVERSITY BLVD E /  E WAYNE AVE,39.007315,-76.9981783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997.0,MERCURY,GRANDMARQUI,WHITE,Warning,22-101(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.007315, -76.9981783333333)"
11/25/2016,23:49:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,PARKLAND DR @ FAROE PL,39.0666533333333,-77.088675,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,FORD,F150,GRAY,Warning,21-707(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0666533333333, -77.088675)"
11/23/2016,02:39:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,W/B E RANDOLPH RD @ BROADMORE RD,39.0238333333333,-77.0247833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,CHEVROLET,EQUINOX,GRAY,Warning,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0238333333333, -77.0247833333333)"
11/23/2016,23:07:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,ROCKVILLE PIKE AT S. WOOD RD.,38.9986466666667,-77.0967383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,LNDR,TK,BLACK,Warning,22-226(a),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9986466666667, -77.0967383333333)"
11/26/2016,20:54:00,MCP,"4th district, Wheaton","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",VEIRS MILL / CLAGETT,39.0778583333333,-77.126395,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994.0,TOYOTA,COROLLA,RED,Warning,22-204(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0778583333333, -77.126395)"
04/16/2013,13:48:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE @ BEL PRE RD,39.0990001333333,-77.07759335,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996.0,DODGE,2D,WHITE,Citation,16-101(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0990001333333, -77.07759335)"
03/10/2014,09:39:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,NORBECK RD AND FIRESTONE DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,HONDA,ACCORD,WHITE,Warning,21-801.1,Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,Q - Marked Laser,
05/06/2012,01:39:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,UNIVERSITY BLVD @ CARROLL AVENUE,38.9904217166667,-77.0228962666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995.0,HONDA,ACCORD,BLACK,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,SILVER SPING,MD,MD,A - Marked Patrol,"(38.9904217166667, -77.0228962666667)"
01/21/2013,10:26:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,"RT 185 AT RT 97, SILVER SPRING",39.0807515,-77.0808247,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,MERC,GRAND MAR,WHITE,Citation,16-303(c),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0807515, -77.0808247)"
11/26/2016,22:47:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,VIERS MILL RD/ REEDIE DR,39.03709,-77.0511716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,LEXS,TK,BLACK,Warning,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.03709, -77.0511716666667)"
11/02/2015,21:48:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",RANDOLPH RD @ VEIRS MILL RD,39.1097233333333,-77.210095,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,CHEV,4S,WHITE,Citation,16-303(h),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1097233333333, -77.210095)"
07/13/2013,17:38:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,W DEER PARK RD & SUMMIT HALL RD,39.1274633333333,-77.1970366666667,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2001.0,CHEVORLET,VAN,WHITE,Citation,22-412.3(b),Transportation Article,No,HISPANIC,M,POOLESVILLE,MD,MD,B - Unmarked Patrol,"(39.1274633333333, -77.1970366666667)"
11/01/2013,20:00:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 26-204,WOODFIELD RD @ LINDBERG DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998.0,ACUR,4S,RED,Citation,16-303(h),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
01/31/2014,21:16:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",COLESVILLE RD / EAST WEST HWY,38.9930783333333,-77.0330066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,CADI,4S,WHITE,Citation,16-303(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9930783333333, -77.0330066666667)"
11/29/2016,09:12:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RAMP FR SB US 29/ E.RANDOLPH RD,39.0659266666667,-76.9734866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,DODGE,CHARGER 4D,BLACK,Warning,13-409(b),Transportation Article,No,BLACK,M,RANDALLSTOWN,MD,MD,B - Unmarked Patrol,"(39.0659266666667, -76.9734866666667)"
09/23/2012,08:08:00,MCP,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",SHADY GROVE RD @ CHOKE CHERRY RD,39.1142726666667,-77.1859292833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,FORD,ESCAPE,BLACK,Citation,16-303(h),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1142726666667, -77.1859292833333)"
08/27/2012,00:04:00,MCP,"5th district, Germantown",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GERMANTOWN RD@CLOPPER,39.1612861666667,-77.2837891833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,INFINITY,QX4,SILVER,Citation,16-101(a),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1612861666667, -77.2837891833333)"
11/26/2016,02:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,OLD GEORGETOWN RD / GLENWOOD RD,38.997775,-77.10921,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016.0,SUBA,SW,GRAY,Warning,21-801(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.997775, -77.10921)"
12/15/2013,02:35:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,NORFOLK AVE AT RUGBY AVE BETHESDA,39.1137866666667,-77.2357183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,JEEP,CHEROKEE,WHITE,Citation,21-902(b1),Transportation Article,No,WHITE,F,DAMASCUS,MD,MD,B - Unmarked Patrol,"(39.1137866666667, -77.2357183333333)"
09/25/2013,13:53:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,GERMANTOWN ROAD @ I 270 NB,39.1868732666667,-77.2530408833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,DODGE,MAGNUM,SILVER,Citation,21-801.1,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1868732666667, -77.2530408833333)"
11/24/2016,00:39:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,MIDDLEBROOK RD @ OBSERVATION DR,39.1840266666667,-77.262855,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,MAZD,3,GOLD,Warning,21-801.1,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1840266666667, -77.262855)"
01/30/2014,23:56:00,MCP,"3rd district, Silver Spring",OPERATOR NOT RESTRAINED BY SEATBELT,GEORGIA AVE / CAMERON ST,38.9977883333333,-77.030315,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,FORD,F150,BLACK,Citation,22-412.3(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9977883333333, -77.030315)"
11/27/2016,19:36:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,WHITES FERRY RD / MORROW RD,39.124055,-77.3683016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,FORD,FOCUS,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.124055, -77.3683016666667)"
11/28/2016,13:53:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,SB GEORGIA AVE AT URBANA DRIVE LA2,39.0612166666667,-77.05288,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYOTA,CAMRY,GRAY,Warning,21-801.1,Transportation Article,No,BLACK,M,RIVERDALE,MD,MD,Q - Marked Laser,"(39.0612166666667, -77.05288)"
02/07/2013,22:14:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVENUE @  WELLER RD,39.0645234166667,-77.0568488,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,CHEVY,COBALT,SILVER,Citation,13-401(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0645234166667, -77.0568488)"
03/10/2016,13:56:00,MCP,"4th district, Wheaton",MODIFYING EXHAUST SYSTEM ON MOTOR VEH. CAUSING EXCESSIVE NOISE EMISSION,11160 VEIRS MILL RD,39.037295,-77.0563883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,HONDA,CIVIC,BLACK,Citation,22-609(a),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.037295, -77.0563883333333)"
11/19/2014,12:32:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NB NEW HAMPSHIRE AVE/ LOCKWOOD DR,39.0397633333333,-76.9899716666667,No,No,No,No,No,No,No,No,No,No,DE,02 - Automobile,2010.0,BUICK,LUCERNE,SILVER,Citation,13-411(a),Transportation Article,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol,"(39.0397633333333, -76.9899716666667)"
11/23/2016,23:45:00,MCP,"5th district, Germantown",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,MIDDLEBROOK RD / RIDGECREST DR,39.1752983333333,-77.2568716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,BMW,328I,BLACK,Warning,22-219(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1752983333333, -77.2568716666667)"
01/14/2012,02:46:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,WOODFIELD RD. @ EMORY GROVE RD.,39.1497684,-77.2339278166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1988.0,CHEV,MONT,BLACK,Citation,21-902(b1),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1497684, -77.2339278166667)"
11/28/2016,12:13:00,MCP,"1st district, Rockville",DRIVER FAIL TO MAKE REQUIRED STOP AT SIGN,CONGRESSIONAL LA AT E JEFFERSON ST,,,No,No,No,No,No,No,No,No,No,No,VA,28 - Other,2016.0,FORD,TRANSIT CONNECT,WHITE,Warning,21-202(m),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,
11/24/2016,02:38:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO AVOID PROJECTING GLARING LIGHT WITHIN 500 FEET OF APPROACHING VEH. DRIVER,WB 198 @ DINO DR,39.1112433333333,-76.9258266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYT,4S,SILVER,Warning,22-223(b),Transportation Article,No,BLACK,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.1112433333333, -76.9258266666667)"
01/18/2013,11:53:00,MCP,"3rd district, Silver Spring",OPERATING A MOTOR SCOOTER ON HWY. W/O REQ. LICENSE OR PERMIT,SB NEW HAMPSHIRE AVE @ RUPPERT RD,39.0314062166667,-76.9841377833333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,,Citation,16-101(b),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0314062166667, -76.9841377833333)"
11/30/2016,01:10:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVE / DALE DR,38.997525,-77.021425,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2014.0,TOYOTA,SIENNA,RED,Warning,21-204(b),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.997525, -77.021425)"
